CPD_UNIT,STAR1,FIRST_NAME,LAST_NAME,MI,RANK
012,11256,CAROLINA,ORTEGA, ,POLICE OFFICER
001,10320,MEGHAN,LENNHARDT,R,POLICE OFFICER
024,10348,ROBERT,OLSZANSKI, ,POLICE OFFICER
009,10717,CHRISTOPHER,GONZALEZ,A,POLICE OFFICER
007,10733,ALEX,LANDETA,M,POLICE OFFICER
010,1310,ANTONIO,ALVAREZ,,SERGEANT OF POLICE
022,6806,BILAL,ALI,R,POLICE OFFICER
020,,DANIEL,SCHWARTZ,A,POLICE OFFICER
025,,ISSA,JONES,D,POLICE OFFICER
630,21606,PATRICIA,MARTIN,K,PO AS DETECTIVE
620,21070,GABRIELA,FIGUEROA,,PO AS DETECTIVE
015,4436,KATHLEEN,GRIBBON,P,POLICE OFFICER
008,12800,RAFAEL,BORJA,A,POLICE OFFICER
610,20593,BRIAN,GAVIN,M,PO AS DETECTIVE
012,5312,MICHAEL,KIM,H,POLICE OFFICER
005,18059,MARISSA,TOGHER,L,POLICE OFFICER
376,,JOHN,CATANZARA JR,J,POLICE OFFICER
353,1006,DAVID,PARK,J,SERGEANT OF POLICE
014,,ASHA,DAS,K,POLICE OFFICER
020,,VICTOR,NEGRON, ,POLICE OFFICER
016,,MILTON,QUITO, ,POLICE OFFICER
012,,ALEC,FREEMAN,D,POLICE OFFICER
024,,JESSICA,LEWANDOWSKI,M,POLICE OFFICER
018,,SIMON,ZHONG, ,POLICE OFFICER
020,,MABEL,FERNANDEZ, ,POLICE OFFICER
020,,PIOTR,SIATKA,P,POLICE OFFICER
010,,CHRISTIAN,PONCE,J,POLICE OFFICER
022,,JOE,JACKSON,E,POLICE OFFICER
010,,ABEL,HUERTA JR, ,POLICE OFFICER
010,,LUIS,ACEVES,A,POLICE OFFICER
020,,JAWUAN,SMITH,O,POLICE OFFICER
010,,NICHOLAS,BUMBARIS, ,POLICE OFFICER
006,,KRYSTAL,TROTTER,R,POLICE OFFICER
011,1014,RICHARD,ROLON,A,SERGEANT OF POLICE
277,13148,DAVID,KONRATH,R,PO ASGN EVID. TECHNI
015,18075,CRISTIAN,ROJO,R,POLICE OFFICER
012,9358,THALIA,QUINONES,C,POLICE OFFICER
025,15659,GARRICK,WOITAS,R,POLICE OFFICER
002,17490,GRZEGORZ,WILCZEK,M,POLICE OFFICER
163,12078,MARY,GALLARDO,P,POLICE OFFICER
010,12876,JACK,GARRITY,G,POLICE OFFICER
007,11974,MATTHEW,DUPLESSIS, ,POLICE OFFICER
018,12884,JIMMY,PIEDRASANTA,A,POLICE OFFICER
001,14463,PAUL,GOLEN, ,POLICE OFFICER
009,12378,BARRY,MURDOCK JR,T,POLICE OFFICER
022,12475,ISABEL,VELAZQUEZ, ,POLICE OFFICER
022,12602,CHRISTIAN,HERRERA, ,POLICE OFFICER
011,19524,RODOLFO,GONZALEZ, ,POLICE OFFICER
007,12598,REBECA,GONZALEZ, ,POLICE OFFICER
016,12932,ESTEBAN,RAMOS, ,POLICE OFFICER
025,12309,LUIS,LUCIANO,A,POLICE OFFICER
004,12388,NICHOLAS,ROSARIO,J,POLICE OFFICER
025,3303,KEVIN,MARTINEZ,T,POLICE OFFICER
012,12263,ZACHARY,KUTA, ,POLICE OFFICER
005,12628,CHRISTOPHER,HOLMES, ,POLICE OFFICER
003,12429,DEVONTE,SCOTT,D,POLICE OFFICER
004,5741,STUART,MAJERCZYK II,A,POLICE OFFICER
004,13343,FABIAN,ARREOLA,,POLICE OFFICER
211,17330,ANDRZEJ,ZALINSKI,,POLICE OFFICER
001,19257,SCOTT,SCHAEFER,N,POLICE OFFICER
620,20633,ALEC,KEEGAN,S,PO AS DETECTIVE
012,19611,KEVIN,GALL,R,POLICE OFFICER
376,8148,DIANA,ENDERLE,M,POLICE OFFICER
016,,ABDULLAH,SALEH,H,POLICE OFFICER
017,,JOSHUA,MARTIN,R,POLICE OFFICER
138,,SEAN,PHELAN,M,POLICE OFFICER
016,,AKIB,PATEL,I,POLICE OFFICER
007,6130,ROGELIO,SALAS, ,POLICE OFFICER
007,5990,MAYTE,GUERRERO,C,POLICE OFFICER
701,16958,JOSEPH,VACI,M,POLICE OFFICER
007,6084,PATRICK,MAMAAT,B,POLICE OFFICER
020,15535,CHRIS,PIRNUTA,R,POLICE OFFICER
010,3735,DANIEL,GARZA, ,POLICE OFFICER
025,3715,BARBARA,DAVENPORT,C,POLICE OFFICER
003,3483,CLAUDIA,DIAZ, ,POLICE OFFICER
003,2948,JESUS,CASTRO,A,POLICE OFFICER
025,2726,TAYLOR,HILTON,J,POLICE OFFICER
012,2945,MARLENE,CABRERA,A,POLICE OFFICER
014,2950,DIEGO,FLORES, ,POLICE OFFICER
003,3058,SERVANDO,GOMEZ, ,POLICE OFFICER
010,4156,HERIBERTO,ROLDAN JR, ,POLICE OFFICER
115,81,THOMAS,LEMMER,J,DEP CHIEF
127,8477,ALEXANDRA,HOCHHAUSER,S,POLICE OFFICER
009,11016,YANEIRE,DOMINGUEZ,,POLICE OFFICER
015,17595,TREY,PRUENTE,D,POLICE OFFICER
025,9454,STEVEN,VELAZQUEZ,E,POLICE OFFICER
001,17648,MATTHEW,RAMIREZ, ,PO/FIELD TRNING OFF
010,5131,RICHARD,WASZAK,J,POLICE OFFICER
002,17427,RAYMOND,OWENS,J,POLICE OFFICER
006,16079,JUAN,NAVARRETE,C,POLICE OFFICER
011,16754,MICHAEL,SWEENEY,P,POLICE OFFICER
022,13095,JOSEPH,WYSONG,J,POLICE OFFICER
015,16494,RENEE,PIETRUSIEWICZ,M,POLICE OFFICER
057,16586,GARRETT,REYNOLDS,W,POLICE OFFICER
010,19277,ERIC,STILLMAN,E,POLICE OFFICER
006,15065,ANTHONY,ROJAS, ,POLICE OFFICER
025,6820,ALICIA,CONENNA,M,POLICE OFFICER
019,10452,ENDRI,PECI, ,POLICE OFFICER
008,7872,DEXAVIER,LANGHAM,O,POLICE OFFICER
004,7268,GABRIEL,NAVARRO,L,POLICE OFFICER
016,12661,JUSTIN,PARKS,L,POLICE OFFICER
002,6753,LUIS,TORRES,F,POLICE OFFICER
704,7264,NICHOLAS,MORIARTY,J,POLICE OFFICER
014,6733,KRISTINA,OLIVA,M,POLICE OFFICER
007,6756,ENRIQUE,VILLANUEVA, ,POLICE OFFICER
701,6931,PAULINA,VIDALES MORALES,L,POLICE OFFICER
019,9393,TIMOTHY,KROSKI,M,POLICE OFFICER
009,9481,KEVIN,SWEENEY,F,POLICE OFFICER
019,9900,PATRICK,JONES,B,POLICE OFFICER
376,,ROBERT,PET,Z,POLICE OFFICER
010,9108,ASHLEY,ECHEVARRIA,A,POLICE OFFICER
001,19626,ORLANDO,VARELAS, ,POLICE OFFICER
001,9939,JOHN,LYNN,F,POLICE OFFICER
018,18823,BRENDA,GARCIA,G,POLICE OFFICER
018,9797,CYNTHIA,GARCIA,C,POLICE OFFICER
001,11207,SEAN,BORISY,K,POLICE OFFICER
019,8991,MIRIAM,TAMMO,A,POLICE OFFICER
018,8761,CARLY,CERVANTEZ,A,POLICE OFFICER
019,8938,MELISSA,NELSON,A,POLICE OFFICER
012,9375,YAZMIN,NAVARRO,D,POLICE OFFICER
019,9812,MATTHEW,GILL,S,POLICE OFFICER
002,8894,MASTEAL,HARRIS JR,T,POLICE OFFICER
016,8023,LAUREN,KREHER,P,POLICE OFFICER
012,8891,KIANA,GONZALEZ,M,POLICE OFFICER
019,9229,DARRELL,ESSEX,A,POLICE OFFICER
008,9010,MATTHEW,BOS,C,POLICE OFFICER
001,9463,COREY,SPRIGGINS,A,POLICE OFFICER
015,9814,JEFFREY,GOLD,E,POLICE OFFICER
005,9021,KAREEM,BUTLER,S,POLICE OFFICER
025,,CHRISTOPHER,DIXON,J,POLICE OFFICER
008,6212,KARIM,TAYLOR,C,POLICE OFFICER
014,716,JAMES,CIANNELLA,F,LIEUTENANT OF POLICE
025,14003,GREGORY,CONNELLY,A,POLICE OFFICER
018,9516,AARON,ALLEY,V,POLICE OFFICER
004,9562,CARLY,BRACKIN,V,POLICE OFFICER
024,9583,LUCAS,CUNNINGHAM,C,POLICE OFFICER
002,9576,AGATA,CIACH,M,POLICE OFFICER
009,9027,ANTHONY,ABRAM,A,POLICE OFFICER
005,9296,DAVID,CHERRY,A,POLICE OFFICER
025,12125,JOSE,GARCIA,A,POLICE OFFICER
007,9874,NICHOLAS,ARDOLINO,F,POLICE OFFICER
313,9519,RAYMOND,ARCE,J,POLICE OFFICER
009,9886,CARLY,COFFMAN,R,POLICE OFFICER
016,11553,FAZAN,KHAN,F,POLICE OFFICER
376,52,JACQUELIN,ELLISON,F,CAPTAIN OF POLICE
313,16288,MARIA,SIGARTAU,N,POLICE OFFICER
057,18188,KAREN,VILLAGRAN, ,POLICE OFFICER
057,4184,SHANNON,PASSARELLI,T,POLICE OFFICER
004,7490,JEREMY,LIPKA,J,POLICE OFFICER
009,14925,LUKE,BECHINA,S,POLICE OFFICER
057,4726,LEWIS,JONES,L,POLICE OFFICER
057,5761,DANIEL,SCHULTZ,J,POLICE OFFICER
057,6703,CHRISTOPHER,VEGA, ,POLICE OFFICER
007,4110,JERITA,GORDON,C,POLICE OFFICER
057,15126,ADAM,TESNOW,J,POLICE OFFICER
007,4321,EMMANUEL,ZEPEDA, ,POLICE OFFICER
057,6732,MARIAH,ROSITO,M,POLICE OFFICER
012,12435,MICHAEL,MARTINEZ,S,POLICE OFFICER
376,19320,ALBERTO,RODRIGUEZ,A,POLICE OFFICER
022,6241,KAILAH,SANDERS,R,POLICE OFFICER
009,11510,REBECCA,WARNER,A,POLICE OFFICER
003,9263,MUSA,AHMAD,M,POLICE OFFICER
006,9075,JOHN,BROWNRIDGE,M,POLICE OFFICER
004,9054,JASON,ANDERSON,D,POLICE OFFICER
006,485,RALPH,EGAN,P,LIEUTENANT OF POLICE
014,251,THOMAS,FREITAG,H,LIEUTENANT OF POLICE
020,14489,PHASITH,KHOUNTHIKOUMANE,S,POLICE OFFICER
008,8084,JONATHAN,GARDUNO LEON, ,POLICE OFFICER
025,8214,MICHAEL,BARTON,S,POLICE OFFICER
025,9619,KINGA,KARABANOWSKA, ,POLICE OFFICER
011,7884,HAYLEY,DELUDE,A,POLICE OFFICER
008,8087,TIMOTHY,HOLTZ,J,POLICE OFFICER
002,2822,URIEL,DURAN, ,POLICE OFFICER
001,8521,MICHAEL,KEMPF,A,POLICE OFFICER
001,8095,GEORGE,KOURTEV,K,POLICE OFFICER
004,8277,BRITTANY,COSGROVE,L,POLICE OFFICER
007,8455,ALLANA,HALL,D,POLICE OFFICER
019,7790,FATON,AHMETI, ,POLICE OFFICER
012,8036,CHRISTOPHER,CAMPBELL,D,POLICE OFFICER
006,8396,EDUARDO,GARCIA, ,POLICE OFFICER
171,17495,DANIEL,DESMARTEAU,M,POLICE OFFICER
701,3579,KYLE,RICHARDS,J,POLICE OFFICER
005,10303,OMAR,JIMENEZ, ,POLICE OFFICER
701,10516,EDGAR,PADILLA, ,POLICE OFFICER
017,12443,HEATHER,CAVAZOS, ,POLICE OFFICER
008,9084,MACARIO,CHAVEZ,,POLICE OFFICER
009,16284,LIA,GARCIA, ,PO/FIELD TRNING OFF
141,439,ERIC,CARTER,M,CHIEF
007,18575,ADAM,BENNETT, ,POLICE OFFICER
006,17373,MANUEL,CASTELLON, ,POLICE OFFICER
003,14399,ERNESTO,ANAYA, ,POLICE OFFICER
001,14813,OTONIEL,DAMIAN, ,POLICE OFFICER
010,10195,JUSTIN,BETZ, ,POLICE OFFICER
025,14709,PATRICK,BROWN, ,POLICE OFFICER
004,14812,RICHARD,CARRILLO JR, ,POLICE OFFICER
015,16155,PIOTR,PAWLOWSKI, ,POLICE OFFICER
011,4647,CLARENCE,MCCOY,,PO/FIELD TRNING OFF
004,1380,MICHAEL,OLBRICH,F,SERGEANT OF POLICE
010,2403,JUAN,ESCALANTE,,SERGEANT OF POLICE
610,21833,CHRISTOPHER,STAWICKI,J,PO AS DETECTIVE
122,6844,TINA,OLSEN,A,POLICE OFFICER
005,15410,HOWARD,DIXON,A,PO/FIELD TRNING OFF
211,8808,KRISTINE,ZAHLMANN,L,POLICE OFFICER
019,15848,RAUL JR,CERDA,,POLICE OFFICER
018,17019,ANGELITA,LOPEZ,A,POLICE OFFICER
009,18526,ILDEFONSO,ARIZAGA JR, ,POLICE OFFICER
001,3022,RUBY,ALVAREZ,G,POLICE OFFICER
003,12675,ALVIN,COCHRANE JR,O,POLICE OFFICER
701,15262,KEVIN,PERSAUD,A,POLICE OFFICER
024,14977,JUAN,MIRELES,M,POLICE OFFICER
019,18505,ANDRIANNA,ALVAREZ,M,POLICE OFFICER
018,3068,JONATHAN,KLIER, ,POLICE OFFICER
004,2707,MICHAEL,ALVERIO, ,POLICE OFFICER
011,2934,TYLER,ANDREWS,J,POLICE OFFICER
004,3498,JOHN,GANTA,M,POLICE OFFICER
002,19517,JUSTIN ,WEBSTER,A,POLICE OFFICER
006,18636,MARVIN,CHRISTMON,A,POLICE OFFICER
024,19243,AKRAM,ELHABOB,,POLICE OFFICER
002,16694,LAKEIDRA,BOLIN,C,POLICE OFFICER
004,19375,ERIK,SEIJA, ,POLICE OFFICER
143,2246,MATTHEW,HILLIARD,C,SERGEANT OF POLICE
006,8652,DENNIS,HECKER JR,R,POLICE OFFICER
610,8589,MICHAEL,RILEY,A,POLICE OFFICER
025,4931,MIGUEL,NIEVES II,A,POLICE OFFICER
701,10756,MARIO,RODRIGUEZ, ,POLICE OFFICER
012,19096,RICHARD,RODRIGUEZ,D,PO/FIELD TRNING OFF
376,13069,HOMAR,NAVAR, ,POLICE OFFICER
079,21444,THEODORE,LAZAUSKAS,V,PO AS DETECTIVE
014,2781,GEOFFREY,GIPSON,X,POLICE OFFICER
014,2937,ALEKSANDRA,BIELAWIEC, ,POLICE OFFICER
014,3507,MUNIR,GHOGHA, ,POLICE OFFICER
018,3740,CARISSA,FAGIANO, ,POLICE OFFICER
025,3529,MICHAEL,KOLMAN, ,POLICE OFFICER
024,3404,LINDA,DANKHA, ,POLICE OFFICER
003,2718,BRIAN,BLOUGH,W,POLICE OFFICER
022,3049,JASON,GANTA,E,POLICE OFFICER
010,5051,KATHERINE,HITZ,M,POLICE OFFICER
142,464,FRED,WALLER,L,CHIEF
007,18366,MANUEL,FIGUEROA,F,POLICE OFFICER
010,18673,CODY,MICHAELS,D,POLICE OFFICER
007,15214,DAVID,BEKOV,D,POLICE OFFICER
007,13392,DYLAN,ANGER, ,POLICE OFFICER
376,18214,ELIZABETH,CASTANEDA, ,POLICE OFFICER
002,18659,LEVON,LONDON,A,POLICE OFFICER
010,15573,MICHAEL,CASEY,P,POLICE OFFICER
011,15741,QUONTEZ,HARRINGTON,L,POLICE OFFICER
002,18672,ERICA,MELLADO,F,POLICE OFFICER
022,13253,ANGELICA,CASTANEDA,M,POLICE OFFICER
016,15618,MICHAEL,GADZINSKI,J,POLICE OFFICER
010,18394,RAMONA,IORGA,E,POLICE OFFICER
012,15650,JACOB,GERMAN, ,POLICE OFFICER
014,3707,JOHN,CAUINIAN,A,POLICE OFFICER
022,15743,SEAN,MCDERMOTT,P,POLICE OFFICER
006,19038,EMMANUEL,GARCIA,G,POLICE OFFICER
003,9876,EBONY,BRAITHWAITE,L,POLICE OFFICER
010,14751,JOSHUA,BLAS,J,POLICE OFFICER
010,12625,ROBERT,RHODES,B,POLICE OFFICER
015,7440,NOEL,REINA,,POLICE OFFICER
022,16474,JEREMIAH,PENTEK,S,POLICE OFFICER
011,17452,JOSHUA,PLUM,R,POLICE OFFICER
007,11660,DAISY,CRUZ,,POLICE OFFICER
211,11179,JONATHAN,PALUBICKI,A,POLICE OFFICER
211,19682,KYLE,PAUL,M,POLICE OFFICER
017,11590,DAVID,REGALADO,,POLICE OFFICER
313,8209,JUSTIN,SIMIK-VALADEZ,T,POLICE OFFICER
004,12873,THOMAS,VAN PROOYEN,J,POLICE OFFICER
008,4886,BRIAN,SOLAVA,J,POLICE OFFICER
024,10977,TIMOTHY,BOLGER,A,POLICE OFFICER
011,16752,MATTHEW,SKALSKI,J,POLICE OFFICER
009,16875,IWONA,WROBEL, ,POLICE OFFICER
006,13013,MICHAEL,VANBOLDRIK,F,POLICE OFFICER
312,19816,MALIK,WILLIAMS SR,A,POLICE OFFICER
011,13312,MATEUSZ,ZYCH,M,POLICE OFFICER
006,6577,TONYA,SCOTT,J,POLICE OFFICER
024,19504,HAYDEN,VILLAMERCADO,E,POLICE OFFICER
009,19426,HOYIN,TO,T,PO/FIELD TRNING OFF
010,19642,WENDY,LUCIANO,L,POLICE OFFICER
610,18487,PATRICIA,SHERIDAN,A,POLICE OFFICER
010,6908,DYLLUS,POWELL,J,POLICE OFFICER
008,6422,CHARLES,WHITE, ,POLICE OFFICER
002,8906,RAYALE,MORRIS,A,POLICE OFFICER
011,6592,ELODY,ENGRAM, ,POLICE OFFICER
002,7252,MAXIMO,MORA, ,POLICE OFFICER
012,7062,WILLIAM,PATTERSON,L,POLICE OFFICER
004,7097,KADESHA,TOWNSEL,R,POLICE OFFICER
019,7083,PAKORN,SANTISUK, ,POLICE OFFICER
123,6707,CARTRINA,MILLER,P,POLICE OFFICER
014,9935,BERNARDO,PANIAGUA, ,POLICE OFFICER
017,6780,DANNY,YU,T,POLICE OFFICER
003,6929,TRVON,TINES,T,POLICE OFFICER
701,7251,BRIAN,MCKEAGUE,A,POLICE OFFICER
017,7069,GUADALUPE,REYES,C,POLICE OFFICER
025,19549,SHANE,TREDER,S,POLICE OFFICER
007,7030,ROBIN,BARA,A,POLICE OFFICER
010,6900,MICHAEL,PETRE,C,POLICE OFFICER
002,6874,PURVISH,PATEL,B,POLICE OFFICER
376,,KARINA,SALGADO, ,POLICE OFFICER
004,6917,JONATHAN,REED,B,POLICE OFFICER
008,7271,ERIK,PEREZ SAUCEDO,E,POLICE OFFICER
376,7065,KRISTINA,PIKUL, ,POLICE OFFICER
010,6851,DANIEL,MARQUEZ,A,POLICE OFFICER
003,7023,DARIO,MARISCAL, ,POLICE OFFICER
009,6749,SEAN,SMITH,T,POLICE OFFICER
009,4587,ERNESTO,ESCALANTE JR, ,POLICE OFFICER
057,7552,RACHAEL,FRANCIS,E,POLICE OFFICER
057,4770,STANLEY,KUS JR,J,POLICE OFFICER
005,7108,JOSE,BANUELOS,A,POLICE OFFICER
004,4086,JOSEPH,BARA JR,C,POLICE OFFICER
057,7762,STEPHANIE,TAYLOR,A,POLICE OFFICER
057,4785,JASMINE,MARTIN,A,POLICE OFFICER
006,4113,THOMAS,HAWKINS,A,POLICE OFFICER
008,9761,DANIEL,SANDOVAL JR, ,POLICE OFFICER
057,4190,MATTHEW,SCHLAGEL,H,POLICE OFFICER
001,7168,FERNANDO,DIAZ,J,POLICE OFFICER
057,9584,ADAN,PEDROZA JR, ,POLICE OFFICER
010,18589,JOSHUA,PIETRYLA,M,POLICE OFFICER
007,16195,LARRY,LANIER,E,POLICE OFFICER
143,9270,LINDSEY,ANDRADE,A,POLICE OFFICER
004,9095,JOSEPH,CRONIN,E,POLICE OFFICER
010,9287,JASON,BULKLEY,B,POLICE OFFICER
014,9885,ANDREW,CASTILLO,M,POLICE OFFICER
212,19855,EUGENE,SOLOMON,D,POLICE OFFICER
012,12494,JAMES,MULHEARN JR,M,POLICE OFFICER
177,3122,STEVEN,SWAIN,P,PO ASGN EVID. TECHNI
057,16501,SAMUEL,ANGEL,,POLICE OFFICER
011,1624,RICHARD,PIEK,L,SERGEANT OF POLICE
015,9895,THOMAS,DONOVAN,J,POLICE OFFICER
213,15463,JASON,CONNELLY,J,POLICE OFFICER
011,10626,JOSEPH,CAPPELLO IV,T,POLICE OFFICER
312,14867,ALEXANDER,CHORAK,J,POLICE OFFICER
002,15405,FARES,ALBAKRI,A,POLICE OFFICER
015,15411,JESSICA,ALVAREZ,N,POLICE OFFICER
005,15116,ELMER,BANAL,D,PO/FIELD TRNING OFF
011,15450,LENEAR,BENFORD,D,POLICE OFFICER
011,14847,COREY,BOONE,T,POLICE OFFICER
006,15164,MARTIN,BOGOJESKI,,POLICE OFFICER
025,14877,ANDRES,CUENCA,A,POLICE OFFICER
002,14850,MARCO,CALDERON,A,POLICE OFFICER
007,15095,ARTURO,ALEGRIA,M,POLICE OFFICER
025,15468,GABRIEL,CONTRERAS, ,POLICE OFFICER
007,14844,TYLER,BERECZ,D,POLICE OFFICER
711,15201,ELIZABETH,CRISTOBAL,,POLICE OFFICER
011,15454,FILIP,BIENIASZ,K,POLICE OFFICER
004,14874,OZZIE,COOPERWOOD,J,POLICE OFFICER
007,15456,NICHOLAS,BUTKOVIC,W,POLICE OFFICER
011,18352,TED,SATTLER,L,POLICE OFFICER
003,16292,EVELYN,SYKES,M,POLICE OFFICER
016,7462,JOSEPH,KELLY,P,POLICE OFFICER
007,1371,NICHOLAS,RUMSA,J,SERGEANT OF POLICE
004,9031,JAMIE,VENCES,,POLICE OFFICER
008,5921,JOSEPH,MUDD,P,POLICE OFFICER
004,13675,KRISTEN,DANIELS,T,POLICE OFFICER
057,8887,PETER,KHIO,J,POLICE OFFICER
008,4898,ZACHARY,MCCLANAHAN,P,POLICE OFFICER
057,4773,FABRICIO,LOPEZ-BERMUDEZ, ,POLICE OFFICER
057,4709,SABRINA,HALL,L,POLICE OFFICER
057,4075,HECTOR,ALEJANDRE-GONZALEZ, ,POLICE OFFICER
057,16156,BRITTNEY,TOWERS,N,POLICE OFFICER
007,5656,ERIC,WOJCIECHOWSKI,R,POLICE OFFICER
007,9069,ALLEN,LEE, ,POLICE OFFICER
057,13046,WIOLETTA,STANISZEWSKA,A,POLICE OFFICER
057,17455,BRENDAN,SHINE,M,POLICE OFFICER
542,18765,TIMOTHY,QUINN,J,P O ASSGN SEC SPEC
007,4513,RYAN,CHULUMOVICH,A,POLICE OFFICER
019,8099,CARL,LUTHY,J,POLICE OFFICER
001,8432,JEFFREY,GOMEZ, ,POLICE OFFICER
004,13715,BRYAN,GUTIERREZ, ,POLICE OFFICER
001,7812,MARLEYNA,CARRILLO, ,POLICE OFFICER
004,7930,DANIEL,HERNANDEZ, ,POLICE OFFICER
004,8088,JAMES,IMPALLARIA,J,POLICE OFFICER
001,7993,JONATHAN,ALONSO, ,POLICE OFFICER
025,7811,AMRA,BUKALO-MEHMEDOVIC, ,POLICE OFFICER
012,7932,BOGDAN,KALYNYUK, ,POLICE OFFICER
002,11533,JESUS,DIAZ, ,POLICE OFFICER
002,8383,VIRGINIA,DOMINGUEZ,I,POLICE OFFICER
007,14241,MELISSA,LACOCO,R,POLICE OFFICER
006,7912,GABRIEL,GARCIA, ,POLICE OFFICER
012,13150,FORREST,FILHOUR, ,POLICE OFFICER
011,8058,ROGER,ESPINOSA,A,POLICE OFFICER
002,8032,LISA,CALVILLO,M,POLICE OFFICER
006,8013,KENNETH,BLANKS,D,POLICE OFFICER
011,7926,KEVIN,HANRAHAN,M,POLICE OFFICER
008,8055,ANDRES,DELGADO, ,POLICE OFFICER
004,8086,MARCUS,GRIGGS,E,POLICE OFFICER
008,7890,JONATHAN,ESPINOZA,A,POLICE OFFICER
019,8398,FRANK,GOETZ,J,POLICE OFFICER
004,8080,KEVIN,FAVELA, ,POLICE OFFICER
012,14505,COSMIN,LUCA,M,POLICE OFFICER
011,6928,CHERYL,WELBEL,H,POLICE OFFICER
014,6595,JOHN,WALSH,T,POLICE OFFICER
003,4348,JUAN,CAHUE, ,POLICE OFFICER
542,90001,JAMES ,SMITH,M,COMMANDER
011,16837,ANTHONY,GRAFFEO,J,POLICE OFFICER
006,,TYLER,VIDEKA,J,POLICE OFFICER
180,13032,CODY,MALONEY,C,POLICE OFFICER
015,3697,HICHEM,BOUAKLI, ,POLICE OFFICER
006,2775,SERGIO,FRASCO JR, ,POLICE OFFICER
022,3065,BRETT,JONES,E,POLICE OFFICER
010,3553,HERSON,NAVARRO REDONDO,A,POLICE OFFICER
025,14749,DANNY,PAGAN,A,POLICE OFFICER
006,4278,JASON,COLLINS,A,POLICE OFFICER
018,19193,MARINO,CANTU,T,POLICE OFFICER
018,12848,RENATA,KLEPACKI, ,POLICE OFFICER
002,19238,SULEYMA,DELGADO,,POLICE OFFICER
009,5970,MUHAMMAD,FARAJ,I,POLICE OFFICER
012,6101,ROSEMARY,MORAN,K,POLICE OFFICER
001,19213,IVORY,COPPERIDGE, ,POLICE OFFICER
701,19418,DAANISH,WAUDIWALA,G,POLICE OFFICER
010,16342,MIGUEL,SALAZAR,S,POLICE OFFICER
018,6107,ARSAL,NIHAL, ,POLICE OFFICER
006,19300,JASMINE,HUGHES, ,POLICE OFFICER
004,4288,DYLAN,VOITIK,S,POLICE OFFICER
004,7891,KEVIN,BANSLEY,A,POLICE OFFICER
701,17324,ABEL,VILLALOBOS, ,POLICE OFFICER
024,19254,SHANNON,EVEN,T,POLICE OFFICER
010,5972,JULIO,GARCIA,C,POLICE OFFICER
017,5954,RYAN,BULLOCK,R,POLICE OFFICER
009,6123,BO,RODRIGUEZ,D,POLICE OFFICER
011,14107,ANDREW,MCCARTHY,J,POLICE OFFICER
018,13463,AUSTINA,COZZI,R,POLICE OFFICER
007,16047,ALBERTO,MIRANDA  JR, ,POLICE OFFICER
006,13406,CATRINA,BOLIN,Y,POLICE OFFICER
006,13480,DAVID,FLORES, ,POLICE OFFICER
007,3250,EDLIN,GARCIA, ,POLICE OFFICER
004,15278,AMBER,BORDERS,M,POLICE OFFICER
009,18368,CHRISTOPHER,GEORGES,S,POLICE OFFICER
003,10368,REGINALDO,SAUCEDO,,POLICE OFFICER
004,17916,BIBIANA,RUIZ, ,POLICE OFFICER
011,17897,GABRIEL,BIKOMA,R,POLICE OFFICER
007,7041,SARAH,KECKLEY,C,POLICE OFFICER
007,12141,JACY,CHRISTENSEN,L,POLICE OFFICER
012,6906,GERARDO,HERRERA, ,POLICE OFFICER
003,11591,BRIAN,BATEY,L,POLICE OFFICER
006,6541,BLAIR,FARMER,C,POLICE OFFICER
004,17700,JEREMIAH,ANDERSON,I,POLICE OFFICER
004,6640,SELINA,GALLEGOS, ,POLICE OFFICER
009,11494,JOSE,BARAJAS JR,A,POLICE OFFICER
006,4626,KYLIE,BOSSARD,T,POLICE OFFICER
019,15345,SIEGFRIED,GREIL,W,POLICE OFFICER
008,10905,SHADI,ASFOUR,H,POLICE OFFICER
002,19191,DEVON,HARRIS,L,POLICE OFFICER
011,6382,ANNA,DAVIS,K,POLICE OFFICER
016,15392,NACHO,HERNANDEZ, ,POLICE OFFICER
010,6889,NICHOLAS,DEDORE,K,POLICE OFFICER
003,6971,BRIA,JONES,J,POLICE OFFICER
003,19334,DAVID,KACHIROUBAS,J,POLICE OFFICER
025,15185,JASPER,CATALANO,L,POLICE OFFICER
025,3401,MARC,STRNAD,J,POLICE OFFICER
009,8229,GIOVANNI,GONZALEZ,H,POLICE OFFICER
018,11569,BIANCA,GARCIA,E,PO/FIELD TRNING OFF
015,6315,MAMADOU,DIARRA, ,POLICE OFFICER
005,10404,ALFREDO,MARTINEZ, ,POLICE OFFICER
014,7004,JUSTIN,LAWLER,P,POLICE OFFICER
012,19744,JOSE,SANCHEZ,A,POLICE OFFICER
012,10199,NICHOLAS,JOHNSON,T,POLICE OFFICER
017,6393,ISEL,RODRIGUEZ, ,POLICE OFFICER
002,6469,PATRICIA,SALINAS,A,POLICE OFFICER
002,6288,VANESSA,SARABIA, ,POLICE OFFICER
018,10246,ADRIAN,NAVAR, ,POLICE OFFICER
015,6300,MICHAEL,TANON, ,POLICE OFFICER
018,6346,JUAN,DELGADO, ,POLICE OFFICER
018,19163,RAY,WINKLER, ,POLICE OFFICER
011,962,JOSE,ESQUIVEL,,SERGEANT OF POLICE
124,843,ANTHONY,SABELLA,M,SERGEANT OF POLICE
